Iteration,Best_individual,Fitness
995,"1,5,0,5,2,3,0,3,0,2,6,5,0,0,3,0,2,3,1,3,4,6,5,5,5,5,6,3,1,3,0,4,2,0,3,5,6,2,4,1,0,6,6,0,6,3,2,4,3,2,4,0,3,3,6,6,4,2,5,2,4,1,5,5,1,2,6,4,1,2,4,2,1,5,5,1,1,4,5,6,3,3,2,0,2,1,2,5,1,2,3,6,6,3,3,2,3,1,3,1,4,5,5,3,2,3,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,6,2,2,3,3,2,6,6,0,0,0,1,2,2,6,1,2,1,0,0,2,0,0,2,6,0,6,0,6,2,3,3,2,6,6,1,1,1,5,6,5,5,5,5,6,6,4,2,5,5,5,2,5,1,5,0,5,3,5,5,1,1,6,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,2,4,5,6,2,5,5,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,6,1,1",492.05
996,"6,1,2,3,6,5,5,1,5,1,5,3,4,0,6,4,2,3,1,3,1,2,5,5,5,5,6,3,4,3,0,4,3,2,6,6,0,3,0,3,6,6,0,3,6,0,6,5,3,2,4,0,1,5,3,6,4,2,6,2,1,5,1,1,4,0,2,1,6,1,2,4,5,5,5,1,4,0,6,6,6,3,6,6,1,1,6,0,1,2,3,4,0,3,3,2,3,1,2,1,1,4,3,3,2,0,1,0,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,6,2,6,3,3,2,6,6,6,0,0,2,2,2,4,1,5,1,6,0,2,3,0,2,3,0,0,0,3,3,3,3,2,6,6,1,4,1,5,5,5,5,5,5,6,6,4,2,5,5,5,2,5,1,5,0,5,3,5,5,3,1,6,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,6,5,5,5,5,1,1,4,5,6,1,5,0,5,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,5,1",499.6
997,"6,1,1,1,6,3,5,6,5,3,4,6,4,0,6,4,2,3,1,3,6,6,5,5,2,0,6,3,1,3,1,4,3,2,0,6,0,3,4,3,6,6,0,6,5,3,6,6,3,2,5,0,1,4,6,1,3,2,5,2,4,1,6,1,4,4,2,4,1,2,4,2,2,5,0,1,0,0,4,6,3,6,6,2,1,1,1,0,1,2,3,5,0,3,3,2,3,1,2,1,1,4,0,3,2,0,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,6,0,0,2,2,2,3,1,2,1,0,0,2,0,0,2,6,0,6,0,3,3,3,3,2,6,6,1,1,1,5,1,5,5,6,5,2,6,4,2,5,5,5,2,5,1,0,0,1,3,5,5,1,1,6,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,5,5,5,5,6,1,1,4,5,6,2,5,0,2,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",495.9
998,"1,5,0,5,2,3,0,3,0,2,6,5,0,0,6,4,2,3,6,4,0,4,3,6,1,0,6,4,1,3,4,4,2,2,6,2,2,3,0,2,6,6,1,3,1,3,6,6,3,0,5,0,0,6,3,6,4,2,3,2,1,1,6,5,1,5,3,0,0,6,4,1,5,3,5,1,4,4,4,6,4,3,1,2,3,1,4,0,1,5,3,4,0,3,3,2,3,1,2,1,1,4,0,3,2,0,1,4,0,2,2,0,1,2,3,1,1,0,2,2,3,0,2,6,1,2,6,2,2,3,3,2,6,6,0,0,5,0,5,2,6,1,2,5,0,0,2,0,0,2,6,0,6,0,6,6,3,3,2,1,3,1,1,1,5,6,5,4,6,5,2,6,2,3,5,5,5,2,5,1,0,3,1,3,5,5,3,1,5,5,5,5,2,5,5,6,5,5,5,5,5,4,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,2,5,0,0,0,2,4,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",499.45
999,"6,1,1,3,6,3,3,3,4,3,6,6,4,0,6,4,2,3,6,3,4,2,5,5,3,6,6,3,1,3,3,4,2,6,1,5,6,2,2,1,0,6,5,5,6,0,6,5,3,2,4,0,1,5,2,6,4,2,3,5,1,2,6,5,1,4,3,0,0,2,4,1,5,3,5,6,6,0,1,6,4,3,1,2,3,1,4,4,1,5,3,4,0,3,3,2,3,1,2,1,1,4,0,3,2,0,1,4,0,2,2,0,1,2,1,1,2,0,2,2,3,0,2,1,1,2,6,2,2,3,3,2,6,2,0,0,0,1,2,2,6,1,2,5,0,0,2,0,0,2,6,0,6,0,6,2,3,3,2,6,6,1,1,1,5,5,5,5,5,5,6,2,4,2,5,5,5,2,5,1,5,0,1,3,5,5,4,1,6,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,5,3,5,5,2,1,1,4,5,5,2,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",499.7
1000,"6,1,1,3,6,3,5,2,5,3,4,3,1,0,6,0,2,2,0,2,5,2,5,5,5,5,6,3,1,3,0,4,2,6,1,5,6,2,2,1,0,6,5,5,6,0,6,5,3,2,3,0,1,0,3,6,4,1,3,2,1,5,6,5,1,5,3,0,0,2,4,1,5,3,5,1,4,0,4,6,4,3,1,1,3,1,4,0,1,5,3,4,0,3,3,2,3,1,3,1,4,5,5,3,2,3,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,6,0,0,2,2,2,3,5,2,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,6,1,1,1,5,6,5,4,6,5,2,6,4,2,5,5,5,2,5,1,5,0,5,3,5,5,1,1,6,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,5,1,5,6,3,5,5,5,2,1,1,5,5,1,2,0,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,6,1,1",500.6
1001,"6,1,3,3,6,3,3,3,4,3,4,6,4,0,6,4,5,0,0,3,6,2,6,6,5,0,6,3,1,3,5,4,3,2,0,6,0,3,4,3,6,6,0,6,5,3,6,2,3,2,5,0,1,4,3,6,4,2,5,2,1,1,6,5,1,2,6,2,0,6,4,2,2,5,0,1,0,0,4,6,3,6,6,2,1,1,1,0,1,2,3,5,0,3,3,2,3,1,2,1,1,4,0,3,2,0,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,6,0,0,2,2,1,3,1,2,1,0,0,2,0,0,2,6,0,1,0,3,3,3,3,2,6,6,1,1,1,5,2,5,5,6,5,2,0,4,2,5,5,5,2,5,1,0,0,1,3,5,5,3,1,6,3,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,3,6,3,5,5,5,2,1,1,4,5,6,4,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",504.3
1002,"1,5,0,5,2,3,0,3,0,2,6,5,0,0,6,4,2,3,6,4,0,4,5,6,1,4,6,3,1,3,0,3,1,0,0,5,6,1,4,1,6,6,0,6,5,3,6,2,3,2,3,0,1,4,3,6,4,2,5,2,1,1,6,5,1,2,6,2,0,6,4,2,2,5,0,1,0,0,4,6,3,6,6,2,1,1,1,0,1,2,3,6,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,6,0,0,2,4,2,3,1,2,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,4,0,5,5,5,2,5,1,0,0,5,3,5,5,1,1,6,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",498.1
1003,"5,5,0,5,6,6,1,3,4,3,6,3,3,0,3,4,2,0,1,3,1,2,6,6,5,5,6,3,1,3,4,4,2,2,6,6,2,3,0,2,6,6,2,3,1,0,6,5,3,2,4,0,1,5,6,6,4,2,3,2,1,3,3,1,4,0,2,1,6,1,3,4,5,5,5,1,4,0,6,6,6,3,6,6,1,1,6,0,1,2,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,5,1,2,3,1,1,0,2,2,3,0,2,6,1,2,3,0,0,3,3,2,3,2,6,0,0,2,2,2,3,1,2,1,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,0,6,1,1,1,5,2,5,5,6,5,2,6,4,2,5,5,5,2,5,1,0,0,1,3,5,5,3,1,6,3,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,2,5,4,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,6,1,1",499.7
1004,"6,1,1,3,6,3,3,3,0,3,4,6,4,0,6,4,2,3,1,3,4,5,6,6,4,4,6,3,6,3,0,5,3,2,1,6,0,3,0,3,6,6,5,5,0,1,3,1,5,4,4,0,3,3,3,6,6,2,5,2,4,1,6,5,4,0,2,1,6,4,2,4,1,5,5,1,5,4,4,1,4,3,1,1,2,1,2,3,1,2,3,6,1,3,3,2,3,1,3,1,4,5,5,3,2,3,1,4,0,2,2,0,1,2,3,2,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,6,6,0,0,2,2,2,3,1,2,1,0,0,2,0,0,2,6,0,2,0,6,2,3,3,2,6,3,1,6,1,2,6,5,0,6,5,2,6,4,0,5,5,5,6,5,1,6,0,1,3,5,5,6,1,5,5,5,5,2,5,5,6,5,5,5,5,5,5,4,5,1,1,1,5,6,6,5,5,5,5,1,5,4,5,5,0,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",496.35
1005,"6,1,3,5,6,3,3,3,4,3,6,6,4,0,6,4,2,3,6,4,4,2,5,5,4,6,6,3,1,3,3,4,2,6,1,5,6,2,2,1,0,6,5,5,6,0,6,5,3,2,4,5,1,3,3,4,4,2,5,0,4,1,6,4,6,2,6,4,1,2,4,2,2,1,0,1,0,0,0,6,3,3,1,6,1,1,1,6,1,2,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,0,0,0,2,2,2,3,1,2,1,0,0,2,0,0,2,6,0,1,0,6,2,6,3,2,6,4,1,5,1,2,6,5,0,6,1,2,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,3,1,6,3,5,5,1,2,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,6,5,5,5,5,1,1,4,5,6,1,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",498.6
1006,"6,4,1,3,6,3,1,2,5,3,4,3,1,0,6,0,3,2,0,2,2,2,5,5,5,4,6,4,1,3,0,3,1,0,0,5,6,1,4,3,6,6,0,6,5,6,6,6,3,2,4,0,3,3,3,6,4,2,0,2,1,1,6,1,4,0,2,1,6,1,2,4,1,3,5,1,6,2,4,6,4,3,1,1,3,1,4,0,1,5,2,4,0,3,3,2,3,1,3,1,4,5,5,3,2,3,1,4,6,2,2,0,1,2,1,1,2,0,2,2,3,0,2,6,1,2,3,0,0,3,3,2,3,2,6,0,0,2,2,2,3,1,2,1,0,0,2,0,0,2,6,0,2,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,2,5,6,6,4,2,5,5,5,2,5,1,0,0,5,3,5,5,1,1,6,5,5,5,4,5,5,6,5,5,5,5,5,5,4,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",495.9
1007,"6,1,1,3,6,3,0,3,4,3,6,6,4,4,2,4,2,3,1,2,4,2,5,5,4,6,6,3,1,3,3,4,5,6,1,5,6,2,2,0,0,6,5,5,6,0,6,5,3,2,4,5,1,3,3,4,4,2,5,0,4,1,6,2,6,2,6,4,0,6,4,2,2,5,0,1,0,0,4,6,3,6,6,2,1,1,1,0,1,2,3,6,0,3,3,2,3,1,3,1,4,3,1,3,2,3,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,6,6,6,0,0,2,2,2,3,5,2,1,0,0,2,0,0,2,6,0,2,0,0,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,4,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,6,5,3,5,5,6,1,1",495.5
1008,"6,5,0,5,6,6,1,3,4,4,6,6,4,0,2,4,2,3,1,2,4,6,5,5,4,6,6,3,1,3,3,4,5,6,1,5,6,2,2,1,4,6,5,5,6,0,6,5,3,2,4,0,1,5,2,6,4,2,3,2,1,1,6,1,4,0,2,1,6,1,2,4,1,5,5,1,6,4,5,3,3,3,2,0,2,1,2,3,1,2,3,6,1,3,3,2,3,1,3,1,4,3,1,3,2,3,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,6,6,6,0,0,2,2,2,3,5,2,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,3,1,5,1,5,1,5,5,2,5,6,6,4,2,5,5,5,2,5,1,0,0,1,3,5,5,3,1,6,3,5,5,1,5,5,1,5,5,5,5,5,5,5,5,1,1,1,3,6,3,5,5,5,2,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",500.0
1009,"1,5,0,5,2,3,0,3,1,2,6,5,0,0,4,4,2,2,0,6,1,2,6,6,4,4,2,6,6,0,0,5,3,5,0,6,0,5,0,3,6,6,5,5,6,0,6,1,3,2,3,0,1,5,3,6,4,1,3,2,4,4,6,5,1,1,3,0,5,2,4,1,5,3,5,1,6,0,4,6,4,3,1,1,3,1,4,0,1,5,3,4,4,3,3,2,3,1,3,1,4,5,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,6,0,0,0,2,2,3,1,2,1,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,0,6,1,1,6,5,2,5,5,6,5,2,6,1,2,5,5,5,2,5,1,0,0,1,3,5,5,3,1,6,3,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",503.3
1010,"6,1,3,3,6,3,2,6,2,3,5,3,4,0,6,5,2,3,0,6,1,4,5,6,1,4,6,3,1,2,0,3,1,0,0,5,6,2,4,1,5,6,0,6,5,2,6,6,3,2,4,5,0,3,3,4,4,2,5,0,4,1,6,4,1,2,6,4,1,2,4,6,2,1,0,1,6,0,1,6,3,3,1,6,1,1,1,6,1,2,1,4,0,3,3,2,3,1,3,1,4,3,1,3,2,3,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,6,6,6,0,0,1,2,2,3,5,2,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,4,0,3,5,2,5,5,1,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,4,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,3,5,1,1",499.8
1011,"6,5,0,5,2,3,0,6,5,3,6,3,4,0,6,5,2,3,1,3,1,2,6,1,5,4,6,3,6,3,6,3,1,0,0,5,0,5,0,3,6,6,5,5,6,0,6,5,3,2,3,0,1,5,3,6,4,1,3,2,1,5,6,5,1,2,2,1,1,1,2,4,1,5,5,1,6,4,5,3,4,3,1,2,3,1,4,4,1,5,3,4,0,0,3,2,3,1,3,1,4,0,6,3,2,3,1,4,0,2,2,2,1,2,3,1,2,0,2,2,3,0,2,1,1,2,5,0,0,3,3,2,3,6,6,0,0,2,4,2,3,1,2,1,0,0,2,0,0,2,6,0,3,0,6,2,3,3,2,6,6,1,1,5,5,6,5,4,6,5,2,6,4,2,5,5,5,5,5,1,5,2,5,3,5,5,1,1,6,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,4,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",499.5
1012,"6,1,1,3,6,3,5,6,5,3,6,3,4,0,2,4,2,3,1,2,4,2,5,5,4,6,6,3,1,3,3,4,2,6,1,5,6,1,2,1,0,6,5,5,6,6,6,5,1,2,4,0,1,5,2,3,4,5,3,2,1,1,6,4,4,0,2,1,6,5,2,4,1,5,5,1,6,4,5,3,3,3,2,0,2,1,2,3,1,4,3,6,1,1,3,2,0,1,2,1,1,4,3,3,2,0,1,0,0,2,2,0,1,2,3,1,2,0,2,2,3,0,5,1,1,2,3,0,0,3,3,2,3,6,6,0,0,2,2,2,3,1,2,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,1,1,2,6,5,0,6,5,2,6,5,4,5,5,5,5,5,1,3,0,1,3,5,5,2,1,6,5,5,5,1,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,6,5,5,5,2,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",498.95
1013,"1,6,0,5,2,3,0,3,0,2,6,5,0,0,4,4,2,2,0,6,1,2,6,0,4,4,2,6,1,2,3,4,1,0,0,5,6,1,4,1,6,6,0,6,5,3,1,2,3,2,3,0,1,4,3,6,4,2,5,2,1,1,6,5,5,2,3,2,0,6,4,2,2,5,0,1,0,0,4,6,3,3,3,6,1,1,2,3,1,4,2,6,1,6,3,2,3,1,2,1,1,3,3,3,2,0,1,0,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,6,0,0,2,2,2,3,1,2,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,1,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,2,1,2,5,5,5,2,5,5,0,5,5,5,5,5,5,5,5,1,1,1,3,6,3,5,5,5,5,1,1,4,5,6,1,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",496.3
1014,"1,5,0,3,6,4,2,6,2,3,5,3,4,0,6,5,2,3,6,3,4,2,1,6,4,4,6,6,6,0,0,5,3,0,0,6,5,5,1,3,6,6,5,5,0,1,3,1,5,4,0,0,3,1,3,6,1,2,0,0,4,1,6,5,1,2,6,1,6,4,2,4,1,5,5,1,6,4,5,3,4,3,1,1,3,1,4,0,1,5,1,4,4,3,3,2,3,1,3,1,4,3,1,3,2,0,1,2,0,2,2,0,1,2,5,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,3,6,6,0,0,2,4,2,3,1,2,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,5,5,0,6,5,2,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,2,1,2,5,5,5,2,5,5,0,5,5,5,5,5,5,5,5,1,1,1,6,6,3,5,5,6,2,1,1,4,5,6,1,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",496.0
1015,"5,5,3,3,6,0,5,6,2,6,5,5,4,0,6,5,2,3,0,6,6,2,5,6,1,4,6,3,1,0,0,3,1,0,1,5,6,1,2,1,0,3,5,5,6,5,6,5,3,2,4,0,1,5,2,3,4,2,3,2,1,1,6,1,4,0,2,1,6,1,2,4,1,5,5,1,6,4,0,3,4,3,3,2,3,1,4,4,1,5,3,4,0,6,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,0,0,0,3,3,2,3,6,6,0,0,2,3,2,6,1,2,6,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,2,1,2,2,5,5,2,5,5,0,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",499.95
1016,"1,5,3,3,6,4,2,6,2,6,5,5,4,0,6,5,2,3,0,6,0,2,5,6,1,4,6,3,1,0,0,3,1,0,0,5,6,2,4,1,6,6,0,6,5,5,6,5,3,2,4,2,1,5,2,6,4,2,3,2,1,6,0,1,4,0,2,1,6,1,2,4,1,5,5,1,6,3,5,3,3,3,2,0,2,1,2,3,1,2,3,6,1,3,3,2,3,1,3,1,4,3,1,3,2,4,1,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,6,0,0,2,2,1,3,0,2,6,6,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,2,0,5,5,5,5,5,5,3,0,1,3,5,5,2,1,2,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,6,5,5,5,5,1,1,4,5,6,1,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",501.1
1017,"5,1,4,3,6,3,3,3,1,3,3,6,3,0,2,3,2,3,6,3,4,2,1,6,0,4,6,6,6,2,0,3,1,0,0,5,2,2,3,1,6,6,0,6,5,5,6,5,3,2,4,2,1,5,2,6,4,2,3,2,1,6,0,1,4,0,2,1,6,1,2,4,1,5,5,1,6,3,5,3,3,3,2,0,2,1,2,3,1,2,3,6,1,3,3,2,3,1,3,1,4,3,1,3,2,4,2,4,0,2,2,0,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,4,2,3,6,6,0,0,2,2,2,3,1,3,5,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,1,3,1,5,1,4,6,5,0,6,5,2,6,4,0,5,5,5,2,5,1,0,0,5,3,5,3,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,6,5,5,5,5,1,1,4,5,6,1,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,1",502.3
1018,"5,1,4,3,6,3,3,3,3,3,6,6,4,0,2,4,2,3,1,3,1,2,6,5,5,4,3,3,1,3,0,3,0,0,0,5,6,2,4,1,6,6,1,6,2,3,6,5,3,4,4,0,1,5,2,6,4,2,3,5,1,1,6,1,1,2,1,1,6,1,2,4,1,5,5,1,6,2,5,3,4,3,1,2,3,1,0,3,1,1,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,6,2,2,0,1,2,6,1,2,0,2,2,3,0,2,1,1,2,6,0,0,3,3,2,6,0,6,0,0,2,2,2,3,5,2,1,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,3,3,1,5,1,2,2,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,2,1,2,2,5,5,2,5,5,0,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,1,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,5,1,5",503.3
1019,"5,1,6,6,6,3,5,0,5,3,4,3,1,3,6,0,2,2,0,2,5,5,6,6,4,4,6,6,6,2,0,5,3,0,0,6,0,5,0,3,6,6,5,5,6,0,6,5,3,2,3,5,1,6,3,6,4,1,3,2,6,5,6,5,1,4,4,0,5,1,4,1,5,5,5,6,6,4,0,3,3,3,2,0,2,1,2,1,1,2,1,6,1,3,6,2,2,1,1,1,1,0,5,3,2,3,1,4,6,2,2,0,1,2,6,1,2,0,2,2,3,0,2,1,6,2,6,1,0,3,3,2,6,6,6,0,0,2,2,2,3,5,2,6,0,0,2,0,0,2,6,0,1,0,6,2,3,3,2,6,3,1,5,1,2,6,5,0,6,5,2,6,4,0,5,5,5,5,5,5,3,0,1,3,5,5,2,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,2,4,5,6,4,5,0,0,0,2,5,5,5,0,5,5,1,1,1,3,5,5,3,5,5,2,1,1",498.9
1020,"1,6,0,6,2,3,0,3,3,5,6,6,4,0,2,4,2,6,6,3,4,2,1,6,0,4,6,6,0,2,0,5,3,0,0,6,5,5,1,3,6,6,5,5,0,1,3,1,4,4,0,0,3,4,5,6,4,6,5,0,4,1,6,5,1,2,2,1,6,1,2,4,5,5,5,1,6,4,5,3,4,3,1,0,2,1,2,1,1,2,1,0,3,3,3,2,2,1,1,1,1,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,3,2,0,0,0,3,3,2,3,6,6,0,0,2,2,2,6,1,2,6,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,1,3,1,5,1,2,6,5,0,6,5,2,6,4,0,5,5,5,2,5,1,0,0,5,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,1,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",500.6
1021,"1,5,0,2,2,3,0,3,3,2,6,5,0,0,4,4,2,4,0,6,1,2,6,6,4,6,6,3,1,3,1,5,3,0,5,6,5,5,1,3,6,6,5,5,0,1,3,1,5,4,0,0,3,1,3,6,4,6,5,0,4,1,6,5,1,3,5,1,6,1,2,4,1,5,5,1,6,1,0,3,4,3,3,2,3,1,4,4,1,5,3,4,0,3,3,2,3,1,3,1,4,0,5,3,2,3,1,4,0,2,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,3,6,6,0,0,2,4,2,3,1,3,1,0,0,2,0,0,2,6,0,2,0,3,3,3,3,2,1,3,1,5,1,4,6,5,0,2,5,2,6,4,0,5,5,5,2,5,1,1,0,1,3,5,5,1,1,2,5,5,5,2,5,5,6,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,1,4,5,6,5,5,0,0,0,2,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",496.3
1022,"5,0,3,3,6,6,1,0,4,4,6,4,4,0,2,4,2,3,1,2,4,6,5,5,5,5,6,3,0,3,6,3,1,0,0,5,6,1,4,1,6,6,5,5,6,3,2,5,1,4,0,0,3,4,5,6,4,6,5,0,4,1,6,5,1,2,2,1,6,1,2,3,2,5,0,6,0,1,2,3,3,3,3,0,2,1,2,1,1,6,1,0,1,3,3,2,2,1,1,1,1,0,5,3,2,3,1,4,0,0,2,1,1,2,3,1,2,0,2,2,3,0,2,1,1,2,3,0,0,3,3,2,0,6,6,0,0,2,2,2,2,1,2,1,0,0,2,0,0,2,6,0,2,0,3,2,3,3,2,6,3,1,5,1,2,6,5,5,6,5,5,6,4,0,5,5,5,5,5,1,3,0,1,3,5,5,3,1,6,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,6,3,5,5,5,2,1,5,0,5,6,5,5,0,0,0,5,5,5,5,5,5,5,1,1,1,3,5,5,3,5,5,2,1,1",500.4
